Date,Product,Product Family,Platform,Article,Download,Severity,Impact,Details
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows 10 for x64-based Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2012 R2,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2012 R2,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows 10 for 32-bit Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows RT 8.1,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2016,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2016  (Server Core installation),Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022726,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022717,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4022714,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4024402,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022726,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022717,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022726,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022717,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022722,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2012,Windows,,4022724,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2012,Windows,,4022718,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4024402,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4024402,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4022714,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4025339,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4025339,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 10 for x64-based Systems,Windows,,4022727,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022724,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022718,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022722,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022719,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022722,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2012 R2,Windows,,4022726,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2012 R2,Windows,,4022717,Security Only,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 10 for 32-bit Systems,Windows,,4022727,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows RT 8.1,Windows,,4022726,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2016,Windows,,4025339,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2016  (Server Core installation),Windows,,4025339,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4025342,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4025342,Security Update,Critical,Remote Code Execution,CVE-2017-8543
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4024402,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4024402,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2012,Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2012,Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4024402,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4024402,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 10 for x64-based Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2012 R2,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2012 R2,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 10 for 32-bit Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows RT 8.1,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2016,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows Server 2016  (Server Core installation),Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-8544
06/13/2017,Microsoft Outlook 2016 for Mac,Microsoft Office,,Release Notes,Security Update,Important,Spoofing,CVE-2017-8545
06/13/2017,Internet Explorer 11,Browser,Windows Server 2008 R2 for x64-based Systems Service Pack 1,4022719,Monthly Rollup,Low,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows Server 2008 R2 for x64-based Systems Service Pack 1,4021558,IE Cumulative,Low,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 10 Version 1511 for 32-bit Systems,4022714,Security Update,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 8.1 for 32-bit systems,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 8.1 for 32-bit systems,4021558,IE Cumulative,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 8.1 for x64-based systems,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 8.1 for x64-based systems,4021558,IE Cumulative,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 10 Version 1511 for x64-based Systems,4022714,Security Update,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 10 Version 1607 for x64-based Systems,4022715,Security Update,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 10 Version 1607 for 32-bit Systems,4022715,Security Update,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 7 for x64-based Systems Service Pack 1,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 7 for x64-based Systems Service Pack 1,4021558,IE Cumulative,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Windows 10 for 32-bit Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-0284
06/13/2017,Microsoft Office 2007 Service Pack 3,Microsoft Office,,3191828,Security Update,Important,Information Disclosure,CVE-2017-0284
06/13/2017,Microsoft Office 2010 Service Pack 2 (32-bit editions),Microsoft Office,,3191848,Security Update,Important,Information Disclosure,CVE-2017-0284
06/13/2017,Microsoft Office 2010 Service Pack 2 (64-bit editions),Microsoft Office,,3191848,Security Update,Important,Information Disclosure,CVE-2017-0284
06/13/2017,Windows Server 2016,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-0284
06/13/2017,Windows Server 2016  (Server Core installation),Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-0284
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2012,Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2012,Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 10 for x64-based Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2012 R2,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2012 R2,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 10 for 32-bit Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Microsoft Office 2007 Service Pack 3,Microsoft Office,,3191828,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Microsoft Office 2010 Service Pack 2 (32-bit editions),Microsoft Office,,3191848,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Microsoft Office 2010 Service Pack 2 (64-bit editions),Microsoft Office,,3191848,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Microsoft Office Word Viewer,Microsoft Office,,3203484,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2016,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2016  (Server Core installation),Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-0285
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Microsoft Office 2007 Service Pack 3,Microsoft Office,,3191837,Security Update,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Microsoft Office 2010 Service Pack 2 (32-bit editions),Microsoft Office,,3191844,Security Update,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Microsoft Office 2010 Service Pack 2 (64-bit editions),Microsoft Office,,3191844,Security Update,Important,Information Disclosure,CVE-2017-0286
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2012,Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2012,Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4022884,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-0287
06/13/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-8480
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2012,Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2012,Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 10 for x64-based Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
